;	：
kvpk	𢜽
kvpo	窥破
kvpo	愦
kvpo	顷
kvpt	𠣠
kvq	揆
kvq	亏钱
kvqc	撌
kvqg	㨒
kvqj	刻舟求剑
kvqm	亏欠
kvqu	規
kvrb	喟
kvrb	𠿥
kvrc	嘳
kvrc	蹞
kvrd	踩
kvre	躨
kvrg	喹
kvrg	跬
kvrg	䠑
kvrj	岿然
kvrk	脍炙人口
kvro	𪡞
kvrt	䟸
kvs	匮
kvsc	匱
kvsc	䰎
kvsc	聵
kvse	愧色
kvsi	聭
kvsi	騩
kvsk	騤
kvsk	聧
kvso	聩
kvso	𱆃
kvss	馈送
kvsy	亏损
kvsy	开枝散叶
kvt	葵
kvt	喟叹
kvtb	蘬
kvtc	溃逃
kvtc	䕚
kvtc	蕢
kvtc	𧂠
kvtc	𧄑
kvte	夔
kvte	䕫
kvte	蘷
kvte	虁
kvte	𩠮
kvtf	𪆴
kvtg	茥
kvtj	窥探
kvtk	藈
kvtm	蔮
kvtm	𬸮
kvto	蒉
kvts	𰰮
kvtv	溃退
kvu	岿
kvub	巋
kvue	巙
kvui	窥视
kvvc	嬇
kvvi	媿
kvvo	𫝬
kvvu	𡤞
kvwu	魁梧
kvww	魁伟
kvxb	亏心
kvy	逵
kvyc	𩓗
kvyc	𩕜
kvye	㕟
kvyg	𣥮
kvyh	溃疡
kvyi	謉
kvyo	欳
kvyq	𩏣
kvys	虧
kvyt	𥁇
kvyu	𥪊
kvzg	馈赠
kvzl	苦中作乐
kw	剋
kwbj	可望不可即
kwbn	勘误表
kwej	可望而不可即
kwju	矿务局
kwte	科威特
kwui	可谓是
kwvi	矿物质
kwvl	口无遮拦
kwxd	开玩笑的
kwxn	开玩笑
kwyl	孔武有力
kwyr	空无一人
kwyw	空无一物
kwzd	狂妄自大
kx	夸
kxar	䦚
kxar	𨵧
kxas	晇
kxb	胯
kxbc	挎包
kxbd	哭笑不得
kxbd	髁
kxbr	䯞
kxbs	骻
kxcd	錁
kxcs	銙
kxda	夸大
kxdu	跨度
kxev	可想而知
kxg	垮
kxg	跨过
kxgo	跨国
kxgu	胯骨
kxgy	苦心孤诣
kxhd	跨海
kxhh	跨行
kxhk	夸下海口
kxhs	舿
kxhs	䠸
kxhs	𢓢
kxid	开小差
kxiu	跨出
kxjb	跨进
kxjl	夸奖
kxjp	跨界
kxjx	科学家
kxjy	苦心经营
kxkh	可喜可贺
kxkq	𡗢
kxkz	夸口
kxla	𢄳
kxle	垮了
kxlf	空穴来风
kxlj	跨栏
kxls	㐄
kxls	㡁
kxmj	𡕒
kxms	𥑹
kxnm	跨年
kxo	侉
kxod	锞
kxod	𱎶
kxoo	𠇗
kxos	𥏤
kxos	𰽴
kxpd	跨排
kxps	恗
kxq	挎
kxql	㐄
kxqv	㐄
kxr	跨
kxrs	咵
kxrs	𨃖
kxru	跨入
kxsg	苦行僧
kxta	垮塌
kxtd	垮台
kxth	口香糖
kxtp	䓙
kxts	荂
kxts	𩊓
kxug	跨省
kxui	跨市
kxv	姱
kxvg	㛻
kxvh	夸张
kxvr	胯下之辱
kxwa	𡇚
kxxk	可行性
kxxx	胯下
kxyc	夸耀
kxyh	跨洋
kxyi	空喜一场
kxyr	𨕺
kxys	誇
kxyt	跨越
kxzc	开小灶
kxzj	夸赞
ky	困
kya	昆
kyab	㫻
kyad	閫
kyaf	鵾
kyah	晜
kyam	鹍
kyam	閸
kybd	睏
kybf	鶤
kybh	捆绑
kybk	看也不看
kybk	𩨫
kybm	看一遍
kybm	𱉱
kybp	䐊
kybq	可遇不可求
kybv	貇
kycp	錕
kydd	梱
kydh	可以的话
kydm	快一点
kydr	宽以待人
kydy	困顿
kyed	涃
kyee	困厄
kyep	混
kyep	潉
kyf	焜
kyfa	困乏
kyfp	尡
kyfp	熴
kyfu	捆缚
kyg	坤
kyg	壸
kygm	壼
kygp	堒
kyhd	稇
kyhd	稛
kyho	困惑
kyid	麇
kyid	祵
kyid	𢈛
kyie	开夜车
kyif	𦄐
kyip	𥚛
kyip	𪋆
kyis	昆虫
kyjd	宽衣解带
kyjk	困境
kyjl	开源节流
kyjr	困倦
kyjs	困窘
kyju	困局
kyju	𣰘
kykj	看一看
kykp	猑
kyku	困苦
kykw	可有可无
kyl	阃
kyl	可以了
kyld	裍
kyld	𧋕
kyle	困了
kyli	䖵
kylj	褌
kylj	㡓
kylp	蜫
kylp	裩
kylq	裈
kylq	𫷅
kyly	昆仑
kyly	可以燎原
kym	琨
kymc	頑
kymc	䪲
kymc	瑻
kymd	硱
kymd	祵
kymk	昆明
kymn	𠚯
kymo	𪻲
kymp	醌
kymp	𥚛
kyn	鲲
kyne	鰥
kynf	鰥
kynh	𩻋
kynh	𩽞
kyni	𡖉
kynj	困难
kyno	𧥊
kynp	鯤
kynp	𫘥
kyo	锟
kyop	餛
kypd	悃
kypg	鲲鹏
kypp	惃
kypu	𣰘
kyq	捆
kyqg	㩲
kyqu	昆曲
kyrc	困扰
kyrd	䠅
kyrd	𨁉
kyrs	可与人言无二三
kysd	𩤋
kysi	困死
kysn	髠
kysn	𨱙
kysp	騉
kysu	髡
kysu	髨
kytp	菎
kyui	跨越式
kyup	崐
kyup	崑
kyvd	綑
kyve	捆着
kyvp	婫
kyvu	困住
kyvu	𣱂
kyvv	巛
kywc	𩓽
kywh	𥊽
kywo	㱎
kywo	𦌸
kyxk	抗药性
kyxp	快一些
kyxx	看一下
kyyd	齫
kyyd	𣏔
kyyg	堃
kyyj	齳
kyyx	溃于蚁穴
kyzi	看样子
kz	口
kz	抠
kzan	口岸
kzb	眍
kzbd	叩拜
kzbe	冦
kzbr	瞘
kzbu	䁱
kzbu	𬑒
kzbv	㓂
kzbw	口碑
kzcd	口才
kzcr	釦
kzcr	鏂
kzdd	口袋
kzdn	扣掉
kzeb	溝
kzee	滱
kzee	𣿟
kzek	𣻎
kzfa	扣发
kzff	扣分
kzfg	口风
kzfu	口服
kzfw	扣费
kzfw	枯燥乏味
kzge	䍍
kzge	瞉
kzge	鷇
kzge	𬆮
kzgf	𪇄
kzgg	𩀠
kzgj	口感
kzgl	扣光
kzgs	口供
kzgu	𥊧
kzgv	𡠆
kzh	筘
kzhc	口号
kzhe	䳹
kzhe	簆
kzhk	簆
kzhk	𥲃
kzhk	𪄺
kzhr	𤘘
kzhs	口红
kzhs	劶
kzii	口吃
kzir	𬣚
kziu	扣除
kziz	口臭
kzj	寇
kzj	扣缴
kzji	口技
kzjk	口径
kzjm	扣减
kzjn	口角
kzjt	口诀
kzjv	宼
kzjv	窛
kzke	口渴
kzkk	口快
kzkr	扣款
kzlj	扣篮
kzlk	口令
kzll	口粮
kzlq	扣留
kzlr	袧
kzlr	𢂁
kzlr	𢄠
kzmc	𨥴
kzmf	抠门
kzmo	㰯
kzmy	开宗明义
kznk	𫸩
kznp	𢚫
kznr	彄
kzor	佝
kzor	𬬪
kzpk	敂
kzpk	𢟭
kzpk	𢼃
kzpr	怐
kzq	扣
kzqb	口琴
kzqi	口气
kzql	口腔
kzqm	扣钱
kzqm	𬸬
kzqq	扣球
kzqr	摳
kzqs	挎
kzr	叩
kzr	口
kzrl	𨙫
kzrz	扣肉
kzse	毆
kzsn	剾
kzsn	𠛅
kzsr	口算
kzt	蔻
kzte	𦴎
kztk	蔲
kztn	口条
kztr	𦬅
kztu	芤
kztv	𦶲
kztz	口头
kzu	扣税
kzua	扣杀
kzuc	口哨
kzue	口舌
kzuh	扣上
kzui	口试
kzuu	口述
kzuv	口水
kzvc	口罩
kzvr	𫃜
kzvs	口中
kzvu	扣住
kzwf	口吻
kzwu	口误
kzww	口味
kzxb	口信
kzxp	叩谢
kzy	看走眼
kzya	扣押
kzyb	口音
kzyi	口译
kzyl	看在眼里
kzyr	𧥣
kzyu	口语
kzzi	口子
l	了
l	立
l	理解
la	啦
laan	旯
lab	腊
laba	喇叭
labi	蜡笔
labn	𥈙
labv	臘
labv	臈
lacv	鑞
lacv	𨭛
lad	剌
ladb	𢃴
ladc	拉倒
ladf	䱫
ladj	辢
ladk	拉丁
ladn	楋
ladq	揧
lads	拉动
ladt	柆
laen	溂
laer	𤀦
laer	𥖍
lafg	拉风
lafn	𤊶
lafv	爉
lag	垃
lagc	拉高
lagn	𱗌
lagu	𡉆
laha	𤛊
lahc	柳暗花明又一村
lahl	蜡黄
lahm	柳暗花明
lahn	𩘊
lahr	拉环
lahv	拉回
lahw	拉黑
laie	拉扯
laih	拉长
lain	𢉨
lait	㡴
laiu	拉出
lajb	拉近
laji	垃圾
lajn	辣椒
laju	拉锯
lajx	拉架
lak	瘌
lakc	癩
lakd	拉开
lake	拉客
lako	癞
lakt	𤷟
lakw	𤰚
lal	蜡
lala	啦啦
lali	拉力
lalm	拉链
laln	蝲
laln	蝋
lals	拉拢
lalt	𧙀
lalv	蠟
lalv	䗶
lalv	𧞪
lama	喇嘛
lama	磖
lamc	瓎
lamg	𥗿
lamg	𥘁
laml	㻋
laml	𱴂
lamm	拉面
lamn	㻝
lamn	䂰
lamn	𧗩
lamt	砬
lamt	㕇
lamt	𩃜
lamu	䶛
lamv	䃳
lamw	腊梅
lann	𬶟
lann	䱨
lann	鯻
lann	𩨉
lao	镴
laoj	䓥
laov	𰾿
lapc	𩑮
lapk	拉平
lapn	拉票
laq	拉
laqa	摺
laqb	搚
laqc	攋
laqi	拉起
laqn	揦
laqo	𪮶
laqv	擸
lar	喇
lara	𭊸
lard	嘑
lard	嚹
larv	𠾩
larv	𡅘
larz	腊肉
lasa	拉萨
lasc	𩯽
lasm	𦒆
lasn	䏀
lasn	鬎
lasn	𩤲
laso	拉锁
laso	𣤊
last	翋
lasv	𦒦
lat	落
lat	鞡
lata	邋遢
latd	拉抬
late	𥀥
latl	𦎏
latn	𩋷
latr	藞
latt	蓝
latt	藍
latt	菈
lauf	拉伸
laug	拉升
laui	拉屎
lauz	拉手
lava	拉闸
lavc	𦇛
lave	拉着
lave	𥀰
lavf	𪇹
lavo	𰬼
lavu	蜡烛
lavv	𦅶
lavv	𦆻
lawh	拉网
lawj	蜡丸
laww	辣味
laxi	拉稀
laxl	蜡像
laxx	落下
lay	辣
lay	邋
layn	𧩲
layt	腊月
laza	拉杂
lazi	辣子
lb	林
lb	两边
lbad	晽
lbad	𣇰
lbaf	焛
lbag	閵
lbaq	暽
lbb	瞵
lbb	冷冰冰
lbba	淋巴
lbbc	拎包
lbbd	冧
lbbh	邻邦
lbbi	𧵧
lbbk	狼狈不堪
lbbp	临别
lbbq	膦
lbbr	𧶆
lbcq	鏻
lbcx	力不从心
lbcx	聊表寸心
lbd	轮不到
lbdc	临到
lbdc	䫐
lbdd	檁
lbde	了不得
lbdf	檩
lbdf	𩻜
lbdj	联邦调查局
lbdl	连本带利
lbdo	𬃲
lbdq	橉
lbe	淋
lbed	澟
lbeg	𤂶
lbeh	滲
lbeq	潾
lber	老伴儿
lber	瀶
lbf	粼
lbfc	𥻋
lbfl	鄰
lbfl	斴
lbfm	翷
lbfn	㔂
lbfn	甐
lbfq	燐
lbfq	粦
lbfq	㷠
lbfq	𥼭
lbfu	䚏
lbfu	亃
lbfu	𡰚
lbfw	磷肥
lbfw	𤎭
lbgk	𪤚
lbgo	邻国
lbgt	壣
lbgw	𧹩
lbhb	𩱬
lbhd	箖
lbhg	䉮
lbhh	老本行
lbhn	𥷖
lbhq	𥳞
lbhq	𥶒
lbhq	𩴠
lbi	麟
lbid	凜
lbid	廩
lbif	凛
lbif	廪
lbih	林场
lbii	厸
lbij	临产
lbil	临床
lbir	麐
lbjb	临近
lbjc	𨏨
lbjd	㝝
lbjg	轥
lbji	来不及
lbjl	来不及了
lbjm	𡬜
lbjm	𨏨
lbjn	兰博基尼
lbjp	临界
lbjp	拉帮结派
lbjq	轔
lbju	邻居
lbju	两败俱伤
lbjx	邻家
lbjy	𡬜
lbk	辚
lbkc	临考
lbkd	离不开
lbkd	痳
lbkd	癛
lbkf	礼不可废
lbkf	癝
lbkg	𰺣
lbkl	磷矿
lbkp	牢不可破
lbkq	獜
lbks	临空
lbkv	乐不可支
lbl	临
lbld	来不来
lblf	𬮟
lblg	冷不冷
lblg	𫔴
lblh	琳琅
lblp	凛冽
lblq	䗲
lblq	𤗷
lblw	累不累
lbly	利比里亚
lbm	琳
lbm	磷
lbmd	霖
lbmd	碄
lbmf	临门
lbmf	𤌎
lbmi	𧖔
lbmm	厉兵秣马
lbmo	临摹
lbmq	璘
lbmq	䫰
lbmq	𧲂
lbmr	𥓆
lbmu	林木
lbn	鳞
lbnf	黎巴嫩
lbni	矝
lbni	𨸻
lbnj	力不能及
lbnl	老板娘
lbnl	矝
lbnq	隣
lbnq	鱗
lbnq	䚬
lbnq	𬴊
lbo	邻
lboc	賃
lboo	赁
lboq	僯
lboq	𩞻
lboq	𬭸
lbor	𠐼
lbor	𠓮
lbpd	惏
lbpd	懍
lbpf	临盆
lbpf	懔
lbpi	恡
lbpm	鳞片
lbpr	悋
lbq	拎
lbqa	萝卜青菜，各有所爱
lbqb	劣币驱逐良币
lbqc	萝卜青菜
lbqd	㨆
lbqi	了不起
lbqq	撛
lbqu	临去
lbr	躏
lbr	啉
lbrg	躙
lbrg	躪
lbrg	𡃦
lbri	㖁
lbrj	凛然
lbrq	蹸
lbs	老不死
lbsd	老不死的
lbse	吝啬
lbsi	临死
lbsq	䮼
lbsq	驎
lbsq	𡳞
lbsr	磷酸
lbsr	臨
lbsr	𩣖
lbsu	乐不思蜀
lbt	蔺
lbt	礼拜天
lbtd	菻
lbtd	䕲
lbtf	䕲
lbtg	藺
lbtm	老半天
lbtp	临帖
lbtq	𦺸
lbtq	𧃮
lbts	临潼
lbtz	临头
lbu	嶙
lbud	崊
lbud	𡹇
lbug	邻省
lbuh	力拔山河
lbui	临时
lbui	𡶱
lbuq	𡿠
lbur	力不胜任
lbur	𡻫
lbut	狼奔豕突
lbuv	临睡
lbuy	路不拾遗
lbvd	綝
lbve	拎着
lbvf	临阵
lbvi	林芝
lbvj	临战
lbvl	鳞状
lbvq	繗
lbvq	𬙈
lbvs	临终
lbvu	留不住
lbwd	罧
lbwj	狼狈为奸
lbwq	疄
lbwu	两不误
lbwv	狼狈万状
lbx	老百姓
lbxg	两不相干
lbxi	吝惜
lbxk	临行
lbxr	遴选
lbxy	聊表心意
lbya	利比亚
lbyb	林荫
lbyd	稟
lbyf	禀
lbyq	遴
lbyq	䢯
lbyr	林园
lbyr	吝
lbyr	㐭
lbyu	淋雨
lbzi	林子
lbzo	邻座
lbzu	珞巴族
lbzz	临走
lc	老
lcba	老爸
lcbc	劳保
lcbf	老本
lcbf	䝤
lcbj	老板
lcbk	老兵
lcbn	老表
lcbo	老伯
lcbp	乐此不疲
lcbr	嗠
lcbs	朥
lcbs	𦛨
lcbw	老辈
lccp	銠
lccq	𨦭
lccs	鐒
lccs	𧯍
lccv	立此存照
lcd	栳
lcda	老大
lcdc	唠叨
lcdd	栎
lcdd	櫟
lcdf	橑
lcdh	𣠼
lcdi	老弟
lcdl	𣘪
lcdm	老店
lcdp	老爹
lcds	劳动
lcds	橯
lcds	𣓿
lcdy	劳顿
lce	涝
lcef	潦
lceq	浶
lcer	老二
lces	澇
lcf	烙
lcfh	牢房
lcfh	𤎤
lcfj	劳烦
lcfp	憥
lcfp	粩
lcfq	𤉍
lcfr	䃕
lcfs	勞
lcfs	労
lcft	䝁
lcfu	老夫
lcgd	劳改
lcge	老哥
lcgs	老公
lcgs	𫭼
lcgs	𡑍
lcgu	牢固
lch	乐
lchf	簝
lchj	老汉
lcho	老火
lcho	𲄚
lchp	䇭
lchs	簩
lchs	軂
lchs	𤙯
lchs	𤛮
lchs	𥢒
lchs	𬧤
lchs	𱸇
lchu	老虎
lchv	躼
lchx	老化
lchx	老花
lcic	老巢
lcis	𣟽
lcis	𬣿
lciz	老抽
lcj	牢
lcjf	䳓
lcjf	轑
lcjf	𪀧
lcjf	𪁔
lcji	牢记
lcjk	耂
lcjm	老茧
lcjm	𱉦
lcjn	老窖
lcjp	老姐
lcjq	窂
lcju	𦒴
lcjx	老家
lckc	牢靠
lckd	㺐
lcke	唠嗑
lckf	獠
lckf	𰺛
lckp	狫
lckp	𤶁
lcks	痨
lcks	癆
lcku	劳苦
lclc	姥姥
lcle	老了
lcli	劳力
lclk	老龄
lclm	老练
lclp	蛯
lcls	牢笼
lcls	蟧
lclu	劳碌
lclw	劳累
lcm	酪
lcma	老妈
lcmd	老迈
lcmf	牢门
lcmh	醪
lcmk	𨡤
lcmo	劳模
lcmp	珯
lcmp	硓
lcms	磱
lcms	鿲
lcms	𤩂
lcms	𧰎
lcms	𨣃
lcms	𫞧
lcms	𮀤
lcms	𰼋
lcmu	老母
lcna	老衲
lcnl	老娘
lcnm	老年
lcnm	郎才女貌
lcnn	老鸟
lcnp	鮱
lcns	䲏
lcns	𬶗
lco	佬
lco	铑
lcoq	𠈭
lcos	铹
lcos	僗
lcos	𫢬
lcos	𱏱
lcpd	老牌
lcpo	老婆
lcpp	恅
lcpq	𢚄
lcps	憦
lcps	𫺘
lcq	捞
lcq	耢
lcqm	捞钱
lcqp	㧯
lcqq	㨓
lcqq	𢭂
lcqs	撈
lcqs	耮
lcqu	捞取
lcr	唠
lcrf	老人
lcrh	𡂕
lcrl	㗦
lcrp	咾
lcrq	哰
lcrs	嘮
lcry	绿草如茵
lcsc	牢骚
lcsc	顟
lcsf	屡次三番
lcsf	㞠
lcsi	𡬘
lcss	𨲮
lcsu	𧢋
lcsy	劳损
lct	劳
lctc	老套
lctd	老太
lctf	䕩
lcth	蓼
lcth	䵏
lcth	𬝃
lctm	老天
lctp	荖
lctr	落
lctr	𰦷
lcts	𦺜
lctu	老土
lctz	老头
lcu	崂
lcu	老实
lcuc	老少
lcuf	劳神
lcui	老师
lcul	㟹
lcuo	老说
lcuq	㟉
lcus	嶗
lcuu	老鼠
lcuz	老手
lcv	络
lcv	姥
lcvb	鳞次栉比
lcvd	老宅
lcve	老者
lcvf	落枕
lcvh	嫪
lcvq	零存整取
lcvr	絡
lcwd	老外
lcwg	老翁
lcwk	落草为寇
lcwo	老挝
lcwu	劳务
lcww	另存为
lcxb	劳心
lcxl	老乡
lcxn	老小
lcxq	老朽
lcxs	老兄
lcya	老鸭
lcyb	烙印
lcyc	老妖
lcye	老爷
lcyk	老鹰
lcyr	老远
lcys	䜎
lcys	髝
lcyu	捞鱼
lcyz	老友
lcza	流窜作案
lczc	老早
lczi	老子
lczk	⺹
lczo	劳作
lczs	老总
ld	来
ldb	睐
ldba	来吧
ldbb	来宾
ldbd	雷打不动
ldbi	漏洞百出
ldbl	另当别论
ldbo	睞
ldbo	𧳟
ldbt	𧳕
ldbx	老大不小
ldci	来此
ldco	錸
ldcu	𨦂
ldd	赖
ldd	梾
ldd	来
lddc	来到
lddc	賴
lddc	賚
lddc	頼
lddc	櫴
lddc	顂
ldde	来得
lddf	鵣
lddf	鶆
lddf	𪈈
lddi	𤦃
lddl	郲
lddl	𬩾
lddm	来电
lddm	𱉵
lddo	來
lddo	赉
lddo	棶
lddo	麳
lddo	𰘳
lddr	𠎙
lddr	𣖤
ldds	勑
lddu	䚅
lde	濑
ldec	瀨
ldec	瀬
ldeo	淶
ldet	涞
ldf	老地方
ldfc	㸊
ldfh	来访
ldfj	来犯
ldfo	𬋍
ldg	老大哥
ldgc	来稿
ldgc	𡓒
ldge	来个
ldgo	来过
ldh	徕
ldh	籁
ldhc	籟
ldhd	筙
ldhd	𩳆
ldhf	黧
ldhj	来函
ldho	䅘
ldho	徠
ldho	箂
ldhp	㥎
ldht	𥟂
ldht	𮵱
ldhv	来回
ldic	来潮
ldic	䄤
ldic	𠘝
ldif	立地成佛
ldio	庲
ldit	老调重弹
ldit	𫷬
ldjb	来劲
ldji	来得及
ldjj	雷电交加
ldjl	来讲
ldjo	麳
ldjp	老大姐
ldju	劳动局
ldk	癞
ldkc	癩
ldkd	离得开
ldkd	㚓
ldke	来客
ldkj	来看
ldko	猍
ldkt	𰡎
ldkw	𤢗
ldla	来啦
ldlb	来临
ldlc	襰
ldlc	𢅭
ldle	来了
ldli	来历
ldlo	𧝝
ldlu	来路
ldmc	䄤
ldmc	𧵭
ldmo	䂾
ldmo	琜
ldmo	𧯲
ldmv	拉丁美洲
ldmy	灵丹妙药
ldnc	䲚
ldnj	老大难
ldnl	老大娘
ldnm	来年
ldno	䧒
ldno	鯠
ldno	𱈖
ldnt	孻
ldnt	𱅕
ldnt	𱇭
ldoo	倈
ldot	俫
ldot	铼
ldpi	赖皮
ldq	懒得去
ldqo	𦓹
ldqt	𪎌
ldqu	来去
ldqz	留得青山在
ldr	两代人
ldrb	𡂖
ldrb	𨇆
ldrc	䠭
ldrc	𡃄
ldrf	来人
ldrg	礼多人不怪
ldri	来日
ldrk	来得容易去得快
ldro	唻
ldro	𨂐
ldro	𪡺
ldrt	𫏌
ldrt	𫪁
ldry	锒铛入狱
ldso	騋
ldso	𢑬
ldt	莱
ldtb	老大徒伤悲
ldtc	藾
ldtj	李代桃僵
ldtn	䓶
ldto	萊
ldto	𰱾
ldtz	来头
ldu	崃
ldug	来生
ldug	落地生根
ldui	来世
lduo	来说
lduo	崍
ldvc	𦆋
ldve	来着
ldvh	赖账
ldvl	娕
ldvo	䋱
ldvo	婡
ldvt	𫝫
ldwh	来往
ldwi	老大无成
ldwj	来玩
ldwo	𤲓
ldwo	𪑚
ldwq	力大无穷
ldwt	𬹗
ldwt	𭻔
ldxb	来信
ldxi	来袭
ldxk	流动性
ldxm	浪得虚名
ldya	老掉牙
ldyb	利大于弊
ldye	老大爷
ldyo	逨
ldyp	乱点鸳鸯谱
ldyr	来源
ldyu	落地有声
ldyv	老当益壮
ldyy	乱点鸳鸯
ldyz	来由
ldzi	来自
ldzj	流动资金
ldzm	拉丁字母
ldzr	连带责任
le	乐
leb	肋
lebc	頱
lebi	脟
lebs	老而不死
lebu	两耳不闻窗外事
lebz	老而不死是为贼
lede	乐得
leds	朸
lee	泐
lees	氻
legr	乐观
leh	簕
leh	乐
lehs	竻
leid	楽
lejs	㔹
lekl	𣂒
lelk	勒令
leme	𥖪
lemr	砳
lems	玏
len	鳓
len	饹
lens	阞
lens	鰳
leo	仂
leor	餎
lepd	㦡
lepd	𮲃
leps	忇
leqi	捋
leqs	扐
lequ	乐趣
ler	嘞
leri	哷
lerp	𡃖
lerq	㖀
lers	叻
leso	勒索
let	勒
leti	𤨙
letk	𤟓
lets	艻
letu	乐土
leui	乐事
leui	𱛔
leuj	乐山
leus	屴
lev	樂
levd	樂
lewf	乐而忘返
lewg	劳而无功
leye	𩐾
leyi	乐意
leyr	乐园
leyu	乐于
leyu	韷
lezi	乐子
lf	浪费
lfbu	流芳百世
lffw	龙飞凤舞
lfhm	鸾凤和鸣
lfhu	绿肥红瘦
lfix	龙凤呈祥
lflq	老夫老妻
lfmi	立方米
lfmm	两方面
lfqg	流芳千古
lfti	立方体
lfuq	老夫少妻
lfuv	轮番上阵
lfvs	两分钟
lfyf	罗敷有夫
lg	冷
lgao	冷傲
lgbe	睖
lgbe	𩩡
lgbs	𥈮
lgcd	冷菜
lgch	冷藏
lgd	楞
lgd	老古董
lgde	棱
lgdj	冷淡
lgdp	连滚带爬
lgdr	连锅端
lgds	冷冻
lgdu	两个多小时
lgdv	两个多钟
lgdx	理工大学
lgdy	两个多月
lgfg	冷风
lgfj	冷饭
lgfn	龙肝凤脑
lgfu	冷敷
lgg	塄
lgg	老公公
lgge	堎
lgge	𧼔
lggs	冷宫
lggv	冷柜
lghe	稜
lghe	䉄
lghe	䬋
lghf	𨈓
lghj	冷汗
lghu	泸沽湖
lgih	冷场
lgj	老规矩
lgje	輘
lgji	冷寂
lgjk	冷静
lgjm	冷箭
lgjn	棱角
lgjy	冷峻
lgjy	立竿见影
lgke	理工科
lgku	冷酷
lgle	冷了
lglg	冷冷
lglm	冷脸
lglm	利国利民
lglo	冷落
lgme	碐
lgmf	冷门
lgmo	冷漠
lgnk	冷凝
lgnr	冷暖
lgoe	倰
lgp	愣
lgpi	冷僻
lgpj	冷盘
lgqi	冷气
lgqj	六根清净
lgqk	冷清
lgql	冷枪
lgqt	冷却
lgre	冷热
lgre	踜
lgrf	两个人
lgrs	㘄
lgse	冷色
lgse	䮚
lgsi	冷死
lgtd	棱台
lgte	薐
lgte	𦼊
lgth	冷烫
lgtm	冷天
lgu	崚
lguv	冷水
lguz	立功赎罪
lgvb	立国之本
lgve	愣着
lgvg	愣怔
lgvj	冷战
lgvs	两个钟
lgvt	两个钟头
lgvy	乐观主义
lgxk	劣根性
lgxn	冷笑
lgxq	两个星期
lgxt	冷血
lgxt	锣鼓喧天
lgxu	两个小时
lgxu	论功行赏
lgyb	冷饮
lgyc	流光溢彩
lgyj	冷眼
lgyt	两个月
lgyu	冷遇
lgzi	两个字
lh	浪
lha	㫰
lhab	𣊧
lhav	閬
lhav	𨶗
lhba	厉害吧
lhbb	朤
lhbb	𥇑
lhbc	脸红脖子粗
lhbv	䯖
lhbv	朖
lhbw	狼狈
lhcl	鎯
lhcv	鋃
lhd	榔
lhdb	灵活多变
lhdb	樃
lhdh	浪荡
lhdu	朗读
lhdu	利害得失
lhdv	桹
lhdy	梨花带雨
lhet	落荒而逃
lhev	𣻡
lhf	烺
lhfh	廊坊
lhfw	浪费
lhgb	㙟
lhgl	鿾
lhgo	联合国
lhgv	埌
lhgv	𧻴
lhgz	狼狗
lhhc	狼嚎
lhhd	狼孩
lhhe	乐呵呵
lhho	欴
lhho	𩲒
lhhs	乱哄哄
lhhv	稂
lhhv	筤
lhhv	艆
lhhv	躴
lhhv	𩳤
lhhx	浪花
lhi	郎
lhi	廊
lhib	朗
lhic	浪潮
lhid	㮾
lhif	𪁜
lhig	塱
lhih	㓪
lhil	郞
lhim	𬸏
lhio	欴
lhiq	炉火纯青
lhiq	灵魂出窍
lhis	勆
lhiu	郒
lhiv	㢃
lhiv	𬣼
lhj	连环计
lhjd	灵活机动
lhji	狼藉
lhjj	烈火见真金
lhjk	老花镜
lhjl	𥧫
lhjv	㝗
lhjv	䆡
lhjv	䡙
lhjy	郎君
lhk	狼
lhkl	㾿
lhl	螂
lhlh	朗朗
lhlh	乐呵乐呵
lhli	老黄历
lhlu	落花流水
lhlv	阆
lhlv	蜋
lhlv	𧚅
lhly	两河流域
lhm	琅
lhma	癞蛤蟆
lhmj	浪漫
lhml	瑯
lhmr	癞蛤蟆想吃天鹅肉
lhmv	硠
lhmv	㱢
lhna	氯化钠
lhnl	䱶
lhnq	老黄牛
lhnv	鿶
lhnv	𥍫
lhnv	𩷕
lhnv	𫗨
lhol	𨱍
lhov	锒
lhov	俍
lhov	𩛡
lhpd	老虎屁股摸不得
lhqm	零花钱
lhqr	狼犬
lhqv	𢳑
lhqy	狼群
lhr	啷
lhrb	𠻴
lhri	唥
lhrl	唥
lhrv	踉
lhrv	哴
lhrv	𠺘
lhss	朗诵
lhsv	駺
lht	莨
lhtb	蓢
lhtc	浪涛
lhti	老汉推车
lhtk	羹
lhtl	蓈
lhtl	𨞿
lhto	羮
lhtu	老糊涂
lhtv	蒗
lhtv	䕞
lhtv	𦵧
lhtv	𦺫
lhtz	榔头
lhu	崀
lhug	朗声
lhuh	老和尚
lhui	两回事
lhuv	㟍
lhvf	联合政府
lhvi	兰花指
lhvl	嫏
lhvs	郎中
lhwh	联欢晚会
lhwo	狼窝
lhwv	䍚
lhxd	两虎相斗
lhxg	利害相关
lhxk	灵活性
lhxt	脸红心跳
lhxv	两虎相争
lhy	老花眼
lhya	狼牙
lhyg	利害攸关
lhyj	狼烟
lhyv	斏
lhyv	誏
lhyv	𢽂
lhyy	落花有意
lhzi	浪子
lhzu	拉祜族
li	里
li	理
liab	㬏
liab	曞
liab	𰖩
liag	㒿
liag	𨴻
